"ID","Name","Type","Stat","MaybeISEquip","Slot","Desc"
"4a61c4b9-dc18-4b80-8e57-144fff224488","","scenery","","","",""
"4a62032a-14a5-47f6-a7be-fc02736cb807","","scenery","","","",""
"4a648548-9c17-4085-a0b1-cbddb3d8a307","","TileConstruction","","","",""
"4a73ede0-6afb-46fb-a095-cb42ccd7cbb7","","projectile","","","",""
"4a7b313d-d6b3-43db-9d12-9145cd86f16a","","scenery","","","",""
"4a7c4fae-2823-4361-9c1d-2b09a469f228","Cabinet","item","","","",""
"4a814f18-c0d2-40c4-b893-0f0ddb3f76e4","","character","","","",""
"4a8e49c2-1719-469a-b774-6d59dac4d238","","item","","","",""
"4a9240d7-fd14-4942-86dc-1ef212e59eff","","item","","","",""
"4a992d38-dff9-4712-968f-0ff439420515","Mirror","item","","","",""
"4a9ae4db-65af-41f6-abdc-500f1120f32a","","scenery","","","",""
"4a9f3e21-e64d-487b-9fa7-86e4031f66b1","Scroll of Inflict Wounds","item","OBJ_Scroll_InflictWounds","","","Infuse your hands with putrefying energy that deals 3d10 Necrotic damage.&lt;br&gt;&lt;br&gt;&lt;i&gt;The scroll is destroyed upon use. Wizards can also use it to learn this spell.&lt;/i&gt;"
"4aa6eeee-3d1b-45fc-8397-ad149db8c581","","decal","","","",""
"4aa89614-e2fb-4d3c-82e8-bfd6a5a4496f","Lever","item","","","",""
"4ab78bec-1c06-4784-aa08-b52c0830958f","","item","","","",""
"4ab94a0c-799f-4324-98db-5c0d07efa5ec","","item","","","",""
"4ac11cea-3b47-472c-a902-1ab34230923a","","decal","","","",""
"4ac521e7-66f2-4eb5-ba35-be482785e957","","scenery","","","",""
"4ac6c565-2302-4fb4-bca7-0b3bd06e037c","","scenery","","","",""
"4ac98324-1099-43a2-b57c-89e6868c6081","","item","","","",""
"4acd6090-8459-4e10-8601-bcc452d0950a","","scenery","","","",""
"4acefc94-87ca-4200-8fc9-d97307f9b599","","item","","","",""
"4ad04165-bd98-4421-87ae-6c7a0134b2d7","","scenery","","","",""
"4ad96894-90df-44fa-8cc1-404c90a11c4d","","item","","","",""
"4ada605d-4bec-4613-8cde-fc3865cb851b","Cage Trap","item","","","",""
"4ae16273-af4a-4b4a-9ecd-6a00b594ce64","","scenery","","","",""
"4ae9dd09-ccd9-4121-b263-f8630d8b846b","Stuffed Hyena Head","item","","","","The hyena's eyes appear bright and vicious - even in death."
"4af548f6-c404-44ea-8d91-709b77464350","","item","","","",""
"4af646e0-df31-490c-b545-cf82fc6d24f3","","character","","","",""
"4af97130-b9ca-4eec-a17b-d5aeb888d63a","","scenery","","","",""
"4b0085fc-89e8-4f2b-80cb-b61b65d0210a","","character","","","",""
"4b0488cb-4c37-4470-a678-bac64f1c40d0","","scenery","","","",""
"4b12e070-01f9-40ec-8a0c-f71359e0345d","","item","","","",""
"4b1929e1-d3a6-4508-87d8-4124e354b275","","scenery","","","",""
"4b220fbc-989d-4e36-b941-28695154e1eb","","scenery","","","",""
"4b265857-ef0e-4076-a0e2-ae49991dcd5d","","scenery","","","",""
"4b277c0f-856a-431a-840f-59a614a2cdfb","","light","","","",""
"4b38086e-2155-440c-adbc-410e0b98c8b0","Pile of Skulls","item","","","",""
"4b38bb8a-1a86-41b0-8b48-4ced5dcc8746","","scenery","","","",""
"4b4a5f4a-4be0-4801-9d69-652a5274c502","Glass Distillation Set","item","OBJ_Laboratory_Installation","","","A built-up of soot, dust, and a mysterious blue liquid has settled in every nook and cranny of this alchemical set."
"4b52a79a-064e-467e-a78d-5169a79d7b0a","","item","","","",""
"4b52f10e-7061-440f-8ac1-9f3a4429c2b5","","scenery","","","",""
"4b54911a-a32d-48ad-8691-ff28801e1275","Githyanki Shortsword","item","","","","Despite its engravings, this lightweight sword is perfectly balanced - a flawless killing implement."
"4b62707f-86e9-4612-9a12-b32076b8273f","","scenery","","","",""
"4b6b4924-a9ec-47c7-b3cd-b62d37829bcd","Stone Door","item","","","",""
"4b6b546d-ab01-4caa-b14a-72e20df5a2c8","","scenery","","","",""
"4b714a4c-cbf4-499a-92e2-ee8334bf55a3","Bloody Journal","item","","","",""
"4b74eb4c-9e3a-49eb-a64f-e76c10ee9297","","item","","","",""
"4b7c07ef-1f95-478d-859f-32f1ad98687b","Metal Fork","item","OBJ_Kitchenware_Cutlery_Fork_Iron","","","This two-tined fork is begging to be plunged into a slab of meat."
"4b806932-742c-4702-9701-d5aeac58aca4","","character","Elf_Ranger","","",""
"4b85ed04-add1-43e0-9e84-392e80ce0203","","item","","","",""
"4b877385-a663-423f-99bc-3995c939d1eb","","decal","","","",""
"4b97e595-993d-403a-971c-19723bf0a6d0","Chevon","item","CONS_FOOD_GoatMeat","","","A simple cut of goat's meat, grilled over a campfire and peppered with roadside herbs."
"4ba498e6-b3c7-40a4-ade9-7b41193ffb0e","Lantern","item","","","",""
"4ba8406f-de69-48c3-a29d-944a035fd884","","scenery","","","",""
"4bafc835-9139-486c-a59a-11aaf80ffa26","Mushroom Soup","item","","","","Simmered for hours on a low fire until a generous helping of mushrooms were rendered soft and creamy."
"4bbbf19d-98f3-47e6-a15b-daa6eaa88c21","Separatory Funnel","item","OBJ_Laboratory_Glass","","","This alchemical tool has seen years of use, its metal frame well-rusted and its glass stained a dozen shades of sapphire."
"4bbd46ca-78ed-4949-b6d9-3d46ea0a60cc","","item","","","",""
"4bbe1faa-6473-4565-855a-15ffa18fd0e2","Portcullis","item","","","",""
"4bc22186-b2ea-4a03-a0f2-dc16b754bb91","","character","","","",""
"4bd69459-037e-4be9-8697-2b68ab7fdf74","","item","","","",""
"4bda81d5-4145-4bef-ad3f-7fbb9703ced8","Damaged Vase","item","OBJ_Vase","","","This once-fine vase has been cracked by either time or neglect."
"4be0b260-a0ef-40df-b1be-cfab05aec55c","","scenery","","","",""
"4be1894f-7d2b-4224-b00f-04b4b2cb3c3d","","item","","","",""
"4be88082-be10-41a5-8894-753550ec0c30","Broken Chest","item","","","",""
"4bed98c1-a6a0-4002-bc6d-dbe02d5e3ac9","Broken Barrel","item","","","",""
"4bf094f9-40df-4d00-9abb-094e4f22dfc8","Padded Chair","item","OBJ_Chair","","",""
"4bfaaffc-833d-492c-a066-117054550284","","character","Gnome_Melee","","",""
"4bff5d26-ba8f-4e6a-ae18-e079f8b85a37","","item","","","",""
"4c05af65-2421-495a-a18f-6a0f65314cbc","","scenery","","","",""
"4c060abe-ce49-49c4-b7d4-b2e1c75d6f13","The Curse of the Vampyr","item","BOOK_GEN_Races_CurseofVampyr","","","An ancient text, written on dry, cracking paper. Its cover is inscribed with every holy symbol you've ever seen and some you haven't."
"4c08dd98-a18c-462b-9eda-a9ef0f6cd99c","Ash","surface","","","",""
"4c0a757a-bfba-470e-88f2-d6977f42870c","Stone Chair","item","","","",""
"4c115736-83ed-4cc9-9aee-01d77d3c45f0","","prefab","","","",""
"4c16615d-e41e-45e8-a7ac-38f9cd013972","","item","","","",""
"4c18d0ad-f846-4023-86f1-14c5a516b784","","light","","","",""
"4c1a1026-07dd-45de-8259-eb2ee3ce1b31","|No destub - Alchemy Device|","scenery","","","",""
"4c1a886a-7db5-4e00-bbc6-d4243534f057","Scroll of Knock","item","OBJ_Scroll_Knock","","","Unlock an object that is held shut by a mundane or magical lock. &lt;br&gt;&lt;br&gt;&lt;i&gt;The scroll is destroyed upon use. Wizards can also use it to learn this spell.&lt;/i&gt;"
"4c28980f-de18-4cc0-aadf-a761270a5159","","scenery","","","",""
"4c28d0df-6905-45ad-8506-0d77761d0eb0","","item","","","",""
"4c32b0d4-f217-4fe2-9311-5c2e69d79c97","Nursery","item","OBJ_BrinePool","","",""
"4c32dc8b-76b4-43c7-8cc6-d7876d5e0d28","","scenery","","","",""
"4c364613-408c-47b6-9da3-ec95675b6f30","","scenery","","","",""
"4c3d8aa0-2e31-4dce-a792-84fc07fa63d8","","character","","","",""
"4c3e394c-f5c3-4420-bebb-c68c98bd5e9f","","item","","","",""
"4c4396db-fa4a-4541-9b2a-23e43211dde7","","item","","Y","Body",""
"4c4d48eb-7a9a-40ef-a4d4-dccfc3b1b131","Brazier","item","OBJ_CoalBasket","","",""
"4c5240d9-2598-4805-bfb8-c1bab90f3051","","item","","","",""
"4c55e0bc-a738-47b0-a275-5b63fa9756b9","","item","","","",""
"4c564912-4486-41aa-bb2f-019ce8752656","","prefab","","","",""
"4c5683af-b1c4-40d1-b0cb-9214e51197c0","Parchment","item","","","",""
"4c6649bf-bfc0-4a42-b448-251a2b0769d2","","scenery","","","",""
"4c66d7d5-ecd1-4726-9820-674b156c17a2","","item","","","",""
"4c6e48bc-2651-45ec-9f6d-83b585a7edfc","","item","WPN_Sickle","Y","Sickle",""
"4c7df0ef-2262-472f-af6e-9289a78cf371","Bullywug Trumpet","item","CONS_Mushrooms_BullywugTrumpet","","","A sour, unappetising mushroom, the Bullywug's trumpet is found anywhere dark and dank."
"4c82e967-3405-4786-99ee-c1a70c402add","","scenery","","","",""
"4c928f84-e72e-4a10-9e15-3549f2c65dc0","","character","Wolf_Dire_Wildshape","","",""
"4c95f360-eda0-4cf8-87f4-12147a5b9d67","Charcoal","item","OBJ_GoldPile","","","A necessary staple for any component pouch."
"4c96a306-3c4d-498e-aef8-cd6a95361e6c","Broken Signpost","item","","","",""
"4c9e2a8c-886d-4179-a3bd-794e16387d53","","item","","","",""
"4c9ea428-7679-434c-9679-071847c648a6","Hand Drum","item","OBJ_Music_Drum_Small","","","The skin and wood of this drum has been replaced countless times. Is it even the same instrument?"
"4c9fa740-c1f5-4b85-afdc-1a2ceb953655","","scenery","","","",""
"4ca13175-4302-4179-a757-d3c6e8a7310e","ls::TranslatedStringRepository::s_HandleUnknown","scenery","","","",""
"4ca43af4-5a7b-4dfc-9ebf-fa3087b081ec","","item","","","",""
"4caaee43-330a-47da-b856-e695a4ae3457","","item","","","",""
"4caecc0f-4ae3-4284-bc98-3f01593a8865","","item","ARM_Shield","Y","Shield",""
"4cb31b64-db6b-4360-a101-d71133f0cec0","","scenery","","","",""
"4cb8c2e4-192b-4215-8465-259ac3499a1a","","item","","","",""
"4cbbf044-8d70-4ef2-8b07-32d0104080ff","","character","Elf_Ranger","","",""
"4cc33608-9ee0-41e1-9af1-bd5f08a554e5","","character","","","",""
"4cd0f344-3d99-4060-bbbe-897153953f62","","item","","","",""
"4cd90fd0-5a63-4262-88f2-742402bc1903","","item","","","",""
"4cdb2434-0ffa-4fb1-9c42-d6451978f35b","Scroll of Fear","item","OBJ_Scroll_Fear","","","Creatures in target area that fail a Wisdom &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; become Frightened.&lt;br&gt;&lt;br&gt;&lt;i&gt;The scroll is destroyed upon use. Wizards can also use it to learn this Spell.&lt;/i&gt;"
"4cdd7768-6387-4fbc-a5b6-af98164db928","","decal","","","",""
"4cde06ba-3567-4064-9e75-e3769809bb27","","scenery","","","",""
"4ce2f43e-42bf-4d29-88ce-6abb87d11b3c","Sarcophagus","item","","","",""
"4ce5b470-a2c0-4d9d-bbb5-3f00bf91dc41","","prefab","","","",""
"4ce83991-f70a-4e3c-848d-da5d8a0b200a","","item","","","",""
"4ceb4145-5f4b-42f1-890e-4c9bb0a1882d","Stool","item","OBJ_Stool","","",""
"4cede204-fe08-4f51-863e-9668b91dec79","","scenery","","","",""
"4cf09162-66ba-457d-acaf-0358f5616454","","character","","","",""
"4cf14ee5-f594-4b83-9873-45da33d91aff","","item","","","",""
"4cf4f2b0-f99f-42c9-9d81-f1e45eaffe23","","scenery","","","",""
"4cf4f391-c2d6-4cb9-ba63-3318ba829bab","Arcane Turret","item","","","",""
"4cf52aaf-0127-488e-83a5-038c2a2a91f3","","prefab","","","",""
"4cf5796c-cede-4036-96bc-bd69151e34cd","","scenery","","","",""
"4cf7bbbb-1d1b-4bec-b82a-cdc3cce33f7a","Arrow of Teleportation","item","OBJ_ArrowOfTeleportation","","","Teleports the target to a random location within range.&lt;br&gt;&lt;br&gt;&lt;i&gt;Some archers claim that these arrows switch places with one another when placed in the same quiver.&lt;/i&gt;"
"4cf8d0d9-38c8-4aa9-b5ba-bf45852db097","","scenery","","","",""
"4d04eb21-092a-4eb4-857a-2f1dc0882200","|Githyanki Portal stone|","item","","","","ls::TranslatedStringRepository::s_HandleUnknown"
"4d085705-be8d-41c6-825b-9288b48f42a2","","item","","","",""
"4d0a7bf4-9ef3-411d-aec8-b8c4405752db","","item","","","",""
"4d0c68ac-4d72-4682-8862-378697c2baf6","Touch","item","OBJ_GenericImmutableObject","","",""
"4d12fc0b-b7b6-45b0-af18-c07f97e77c9d","Table","item","OBJ_Table","","",""
"4d13ffa2-4533-4a01-b1f9-a6effc7d63b5","","scenery","","","",""
"4d253321-bdad-4749-9701-cc2858fe640f","Cragged Rock","item","OBJ_Ladder_Indestructible","","",""
"4d264e5c-2172-4750-936c-c9889bf3d833","","item","","","",""
"4d2b7916-e1ee-4290-bd37-c71610f4ae22","","scenery","","","",""
"4d2d0b3e-a02d-4a7d-9892-245e414081b2","Teleportation Platform","item","OBJ_Indestructible_Heavy","","",""
"4d2e0931-3a01-4759-834b-8ae36749daab","Basic Hat","item","ARM_Hat","Y","Headwear",""
"4d356bc7-dfe8-44fb-a523-4a021e456427","","item","","","",""
"4d37061a-901d-47d7-9c11-4237e34b98a1","Faltering Will","item","HAG_Faltering_Will","Y","Ring","A sweet, intoxicating aroma hangs around this bottle. It reminds you of home."
"4d3b5e6e-60f6-472e-979a-57d4b967c6d5","","scenery","","","",""
"4d4017fa-257f-4917-b836-a06496202b7d","","scenery","","","",""
"4d406481-2b44-4a78-a1f4-1dd379634830","","scenery","","","",""
"4d4dd121-1bd2-4e2d-8ccb-51f172d4a312","","item","","","",""
"4d4f30a9-e61d-4943-b3bc-4c0e1186c161","Mattress","item","OBJ_Bed","","",""
"4d56f122-384f-4cd3-918f-8fe09b64b1ab","","scenery","","","",""
"4d6045e4-191d-4a50-950f-9da86acaf99f","","item","","","",""
"4d64bcbe-a37d-4537-8ff1-510083989435","Cultist Brand","item","WPN_Goblin_BrandingTool","Y","Mace","Wrought from a single piece of twisted iron. Bits of charred flesh cling to the strange symbol shaped at the end."
"4d6586ad-7bf3-4170-add4-2025044ffd8f","","character","Dwarf_Melee","","",""
"4d65ca3c-1748-4ae3-9232-a1b19ad1685f","","scenery","","","",""
"4d69834f-af2a-4197-9454-789049667b23","Parchment","item","","","",""
"4d6b1541-af18-4462-9670-71979a7e4a93","","character","","","",""
"4d6e1695-1eb6-4c76-86ab-2afb62f7eac0","","prefab","","","",""
"4d6f2d99-8c73-4e84-b51b-32e717644bfd","","scenery","","","",""
"4d7407c1-5907-4ecd-879f-10ece8513a00","","item","","","",""
"4d76009b-7410-424a-8391-362aa95852cd","","item","WPN_WarPick","Y","WarPick",""
"4d7e98b5-205d-46c1-82b4-8ef52ae2efe9","","scenery","","","",""
"4d89b332-e5c6-4b47-87de-03e43268fa6e","","TileConstruction","","","",""
"4d8a46f3-5cb2-4fad-a74a-d0cef5edf04b","","character","","","",""
"4d8dcb8e-c1cf-458e-bd6a-3f185f4b4fba","","scenery","","","",""
"4da237fd-ee7f-488a-a517-bdb42b40064a","","TileConstruction","","","",""
"4da8f5f3-f533-48de-a03b-c67c577ebf1d","","item","","","",""
"4db1ec7f-c377-4736-871b-df0200d9fc3e","","item","","","",""
"4db379cc-36de-4bca-852a-94f2a9b0a8c2","","TileConstruction","","","",""
"4dc392dd-27de-471e-9fda-3c21b3570c6b","Leatherbound Tome","item","","","",""
"4dd23762-8077-4112-a3cf-9cf2b4777f7e","","character","","","",""
"4dd77ba2-a2d0-457d-812a-48def56d2945","","scenery","","","",""
"4ddb9cd1-0ee4-4163-9797-9b2ec16ea532","","projectile","","","",""
"4ddfccc8-cc7c-4c7d-afc5-f086d5e42f42","Broken Vase","item","","","",""
"4de078ef-0727-4357-828d-6c81293e1429","Rotting Basket","item","OBJ_Basket","","","Rugged, moist, and split in places, this basket seems about ready to fall apart."
"4de7a04a-6e73-4fa0-a365-67e4c53e3a19","Relief of Shar","item","","","",""
"4dea0e6b-f29f-4e07-9cc3-62f8c575c257","","scenery","","","",""
"4deaa530-c52f-45de-b0d4-8cee570deee9","","scenery","","","",""
"4dee947d-252f-44a6-8a44-b7dd699b0d08","","item","","","",""
"4def31de-a441-4f44-b4b0-ee37d54e4b30","","scenery","","","",""
"4df9ab2e-4206-450d-955b-f7a973f60bcf","","item","","","",""
"4dfce5a5-8553-4a9a-9f7e-150658c6a186","Doors","item","","","",""
"4e00f7f9-7ee0-4eaa-be95-db3f0ad9427a","Perfumed Letter","item","","","","Waterlogged but legible, this letter contains an ill-fated declaration of love."
"4e01185f-6390-4b05-8c96-9f5b739adea6","","item","","","",""
"4e0647d7-baec-46c2-bca2-86596ecbf1ed","Quill","item","OBJ_Feather","","","A long, sharpened feather plucked from the wing of a goose."
"4e1b1d2f-baef-4a42-acc0-981441dfcfb5","","scenery","","","",""
"4e23f9c5-26c4-490f-bf1b-67c6bb7e00f9","","scenery","","","",""
"4e2487ad-5675-4459-a1f9-dd3d785a8b89","","item","","","",""
"4e254d8f-f45a-4baa-8ab3-a2cd76d5111a","Flask Stand","item","OBJ_Laboratory_Installation","","","Though rust has bitten into this iron stand, the glass flasks it holds are in pristine condition."
"4e344892-7e6e-411d-9d95-69ae41e37c52","","scenery","","","",""
"4e360158-6430-4cb6-ac51-9be44fcd96f2","","scenery","","","",""
"4e3945e3-b5c2-466f-a5d7-5af6e27203aa","","light","","","",""
"4e3b0c99-f555-4945-82eb-91529b8aee41","","trigger","","","",""
"4e43d7ec-8bc2-44b5-8c75-3dc6e6ee0bf0","Spicy Shrimp Soup","item","","","","Many a tavern in Baldur's Gate has its own version of this soup - to be eaten at your own risk."
"4e463464-9d6f-4fae-8794-a2edf52dc111","","item","","","",""
"4e4c53c8-70be-4e21-9b68-ea120a4243aa","","scenery","","","",""
"4e4eba5f-6674-46c7-87ce-ce4bb292fc37","","item","","","",""
"4e5241a1-7f8e-426b-9e99-c7608b1e1104","","scenery","","","",""
"4e5450c5-1f4c-4949-b961-b8dc01993bb4","Scroll of Armour of Agathys","item","OBJ_Scroll_ArmorOfAgathys","","","A spectral frost covers you. Gain 5 &lt;LSTag Tooltip="TemporaryHitPoints"&gt;Temporary Hit Points&lt;/LSTag&gt; and deal 5 Cold damage to any creature that hits you with a melee attack.&lt;br&gt;&lt;br&gt;&lt;i&gt;The scroll is destroyed upon use. Wizards can also use it to learn this spell.&lt;/i&gt;"
"4e594ae3-69bd-4e42-a9c4-978c5ffa9733","","TileConstruction","","","",""
"4e5e8b3c-0e1e-4a74-998f-bfbbf33beb53","","prefab","","","",""
"4e6db2da-cfa4-4325-ade1-d86123f9a7a6","Granite Bench","item","","","",""
"4e717d5b-7243-426e-880a-62813f5fbcc0","","item","","","",""
"4e74cb9a-b7d4-4e70-a7e9-cac0684197fc","","item","","","",""
"4e760737-c4c8-4cfd-80d6-eb09432fc1b4","","scenery","","","",""
"4e77f7a0-29b4-4204-98e2-a84fd3657fa3","Candles","item","OBJ_Candle","","",""
"4e781db4-5074-4dbd-a4a8-8f6f670d733c","","scenery","","","",""
"4e7b5eb3-b626-42aa-aaf3-62d65482c07e","Plaque","item","OBJ_GenericImmutableObjectHeavy","","",""
"4e8ba903-175a-4831-8e4c-676e1e1d0f2e","","item","","","",""
"4e990d07-1ce3-427b-9998-02edd9975839","_","item","","","",""
"4e9f59da-57f4-4ae0-8f2e-e4392d8ee64b","","scenery","","","",""
"4eac93ad-902a-4e01-a4a8-8e7d508a2def","","scenery","","","",""
"4eacd3b1-ade1-4a0c-80ec-e65593998f75","","trigger","","","",""
"4eb0aa77-557e-49a6-bd87-f41dce981a90","","scenery","","","",""
"4eb632fa-e07f-495e-9788-c59f16f43e21","","character","","","",""
"4ec18a59-8f50-449e-95f4-70b67a049223","Broken Vase","item","","","",""
"4ed336c8-18a1-49bd-bf75-d99a893ebce7","Anomalous Coral","item","","","","This bonelike contraption is slightly moist."
"4edbf7e1-3c1a-4726-aeda-147c2af3d84d","","item","","","",""
"4edc7fa9-2365-45b1-baa2-7095e4431874","Fishing Rod","item","OBJ_FishingRod_B","","","Thin enough that anything larger than a trout might snap it in half."
"4ee6c70a-510b-4b4f-915a-0218fa444f4d","Halfling","character","Halfling_Commoner","","",""
"4eea1b0f-aa2e-4135-8da0-11cf61cf83cf","Skeleton","item","","","",""
"4eee0f5d-75ba-4cd7-98e5-aa50456084ba","","scenery","","","",""
"4ef18094-e695-44d5-8d57-5bad32862c11","","TileConstruction","","","",""
"4ef3cabe-ae8e-47c6-a71c-e8a084768ad0","","scenery","","","",""
"4ef43798-fd4a-49ea-8f3e-a9e7e74fe94a","Padded Armchair","item","","","",""
"4ef78eb0-62b4-4aef-8f6c-f5351f07cf1d","Severed Leg","item","","","","Deep, purple bruises bloom on the putrid flesh wherever you touch this leg."
"4ef7dcd7-3328-4218-b0d3-520f2afaa529","","item","WPN_Flail","Y","Flail",""
"4ef97189-6c15-48dc-a5c0-82d791cab72f","Brazier","item","OBJ_CoalBasket","","","At full flame, this brazier exudes enough heat to warm chilled hands."
"4efd2a33-ae2e-4d22-9bd0-d0e3424d5c96","Mysterious Guest","character","HeroDwarfMale","","",""
"4f02033b-d089-4d36-a4d9-242fcd387ed2","","character","Elf_Ranger","","",""
"4f062735-f002-4d23-8140-1af5f6d4e4f1","","scenery","","","",""
"4f0bc5b8-ff1e-49cd-b1f0-ee45c1ae4a9e","Staff of the Moonmaiden","item","WPN_Quarterstaff","Y","MagicStaff","This staff's blue inlays and moon-shaped ornamentation indicate its use among Selûne's clergy."
"4f1629ef-7c03-440d-b133-0c319da79184","","item","","","",""
"4f173af9-00d4-4aa7-a08f-ad154b070d5a","","scenery","","","",""
"4f270607-7b7d-4156-8f0e-d8882acc43bf","","scenery","","","",""
"4f2a1410-4041-4a16-bd44-a8cec2a32676","Broken Cupboard","item","","","",""
"4f356b78-abcb-41b7-a8d5-05812b5240ac","Barrelstalk","item","","","","Named for its barrel-like shape, these hollow mushrooms can contain gallons of water."
"4f404608-d086-47fe-bd59-b3449b2955da","","prefab","","","",""
"4f45e5ab-b93c-4afd-8a21-9c87d653d4b8","","character","Skeleton_Ranger","","",""
"4f4877ca-49c3-4d30-b0ed-14014fbe8554","ls::TranslatedStringRepository::s_HandleUnknown","scenery","","","",""
"4f680c6d-b0ff-49f2-a4eb-13a6e3f10eb6","","scenery","","","",""
"4f7296fa-11f5-4f48-9945-172a3e071659","","scenery","","","",""
"4f763f10-9e2e-4523-848a-48825f65c08b","","item","","","",""
"4f876f6a-3d6e-40bf-bd10-78af119a3547","","item","","","",""
"4f95b194-ca80-4374-a094-4b7c6f32fc50","","scenery","","","",""
"4f9c52a2-4b4a-4017-bf16-eac0b991feac","","scenery","","","",""
"4f9f00e0-79e8-4025-bc79-61943bebc981","","item","","","",""
"4fa58110-5425-4c75-aac1-b222d19a8a67","","scenery","","","",""
"4faa8cef-27ee-4085-aa90-78fcf8e2e72d","Wispweed Bundle","item","CONS_Herbs_Wispweed","","","Said to be the hair of travellers who sank in the swamps, Wispweed is mostly harmless."
"4fb886e2-e545-4cf9-921b-e7f67abfc5d7","Broken Chest","item","","","",""
"4fc4e392-13f0-4507-8e1e-e53ff4f127e6","","prefab","","","",""
"4fc560e2-9755-4021-a3f9-c8996c85149c","","item","","","",""
"4fdd7bc7-6249-486d-88e2-ba649a9da605","","item","","","",""
"4fe1e712-317a-4721-a479-fd4cee222bbb","","scenery","","","",""
"4fe7a57f-fb63-4192-9483-c47c8e845738","Gold Chalice","item","","","","An ornamental chalice, decorated with four precious stones."
"4fead3e6-7131-4968-ae22-2dac624ce658","","scenery","","","",""
"4feaf5c4-d451-4696-ae04-b56d2d8b24e3","Fireplace","item","OBJ_Indestructible_Medium","","",""
"4feb6c99-2f09-4f80-bff1-0833a2fb58ea","","character","Githyanki_Ranger","","",""
"4ff070ff-a96c-47b7-88c5-d80aaeceecb8","","scenery","","","",""
"4ff2a1dd-e975-4e6f-ba39-366b109156f4","","scenery","","","",""
"4ff33105-ecd2-40d3-9d43-04f821ef4e7e","","item","","","",""
"4ff99592-71aa-4b70-9e98-6a6cbb6ebfd9","Bed","item","OBJ_Bed","","",""
"4ffd5c4b-4c56-4f05-a228-a33754bb1806","Basic Magic Scroll","item","OBJ_Scroll","","","|Basic Spell description.| &lt;br&gt;&lt;br&gt;&lt;i&gt;The scroll is destroyed upon use. Wizards can also use it to learn this spell.&lt;/i&gt;"
"500c9c0b-4225-469b-97a5-74800fc6bffa","","prefab","","","",""
"500ef4d3-714d-44fe-be2a-c1aeaac30695","Severed Arm","item","","","","Blood is still slowly trickling down this arm's severed fingers."
"500fa6dd-931c-459f-9e51-dcf7656dcddc","","item","","","",""
"5015d1fa-326d-4e0e-bff7-408f249004b7","Cranium Rat","character","Rat_Cranium","","",""
"50188c35-d4ee-4985-be32-d986bb6518f4","Statue","item","","","",""
"502ec038-2250-4c56-9ec8-3cf26e0f5294","","item","","","",""
"5034320c-2e6e-4ee8-b0ed-4ec35e4f5081","","item","","","",""
"503e4b12-a1cd-4e78-8c63-5f4541f112b5","","item","","","",""
"503e7057-afaa-4738-89a1-990c5f74501c","Cage","item","","","",""
"5041a326-4443-4902-b9d0-04f8c03feb06","","scenery","","","",""
"504a0ed0-ef50-41a5-b7c4-1377f3a97d3b","","item","","","",""
"5051559d-5256-4d8e-99a2-1c5de36efc6d","","item","","","",""
"50558807-1eb1-45e3-aadd-23eb5fad3b8e","Button","item","OBJ_GenericImmutableAttackableObject","","",""
"5056ce93-435e-46b9-ac3c-fe70727d69a2","","scenery","","","",""
"506289c6-c461-4a6b-b6a5-aa78e55d7445","","item","WPN_Quarterstaff","Y","MagicStaff","Threads of silver wind through the grain of this oak staff."
"5068e278-b222-4bbe-81ef-045a5e63c6b4","","scenery","","","",""
"50699212-d2ba-4401-b86c-2b383a4ffb70","","item","","","",""
"506bb0b7-ff85-4b51-a1f1-c07c0c1decb1","Doors","item","","","",""
"507eed77-8aa9-474e-b7c6-e24c2408118d","","item","","","",""
"50811f45-5649-45da-88fd-50d093b8bfb2","","prefab","","","",""
"50816273-b6a7-4a87-b438-73418f11c5b4","","scenery","","","",""
"509dd5c3-7c72-4335-9b23-19a14a884f2e","Light Crossbow +1","item","WPN_LightCrossbow_1","Y","LightCrossbow","Though this crossbow's stock is hollowed out, its heavy trigger mechanism keeps it well-balanced."
"50a192ef-16b5-4ff6-a307-a93d9218a3c9","|Basic Small Immovable Object|","item","OBJ_GenericImmutableObject","","",""
"50a2cddb-53e3-4d35-933f-6cbdb5440034","|No destub - Alchemy Device|","scenery","","","",""
"50a382a1-6520-413d-be7b-375bb41deefb","","item","","","",""
"50a7dee3-3765-41bb-98dd-ec865128e6c9","Small Bottle","item","","","","The bottle's dark glass both hides and protects the liquid within."
"50a90d00-e3ea-4304-9e58-38275bb0f709","","scenery","","","",""
"50be4d6e-c362-4d1c-aea2-f887d13cf72b","","character","Tiefling_Ranger","","",""
"50c43f27-a12e-412c-88f0-56e15eba692a","Torch","item","WPN_Torch","Y","Torch","A deep oily smell wafts from this crude tree branch."
"50cda630-a4d8-4b29-8505-8ccc136b9d3c","","item","","","",""
"50d054ee-4982-46eb-8f16-7a1c71ec8e28","Silver Necklace","item","ARM_Amulet_Necklace_B_Silver_A","Y","Necklace","Sapphire necklaces are popular among Baldur's Gate's patriars as mourning garb - the heavy teardrop-shaped stones represent the weight of their loss."
"50d62849-db3d-43e3-ad39-601922cf7aec","Pan","item","OBJ_Kitchenware_Pan","","","A fine implement, well-scoured and polished."
